noise_condition,dataset_type,k_features,feature_method,mean_accuracy,std_accuracy,selected_features_str
saltpepper5,mini,10,wst,0.888889,0.143322,"R_wst_mean_11, B_wst_mean_0, B_wst_mean_11, B_wst_mean_36, B_wst_mean_37, B_wst_mean_40, B_wst_mean_47, B_wst_mean_48, B_wst_mean_58, B_wst_mean_69;R_wst_mean_0, R_wst_mean_12, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_14, B_wst_mean_33, B_wst_mean_62, B_wst_mean_78, B_wst_std_4;R_wst_mean_11, R_wst_mean_12, R_wst_std_0, G_wst_mean_11, G_wst_mean_13, B_wst_mean_76, B_wst_mean_77, B_wst_std_0, B_wst_std_31, B_wst_std_60"
saltpepper5,mini,20,advanced_stats,0.844444,0.163299,"R_var, R_skew, R_p10, R_iqr, R_mad, R_grad_mean, G_kurt, G_p10, G_p25, G_iqr, G_mad, G_grad_mean, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50, B_mad, B_grad_mean;R_mean, R_skew, R_kurt, R_cv, R_p10, R_p25, R_p75, R_iqr, R_mad, G_kurt, G_p10, G_iqr, G_mad, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50, B_iqr;R_std, R_var, R_kurt, R_iqr, R_mad, R_grad_mean, R_edge_density, G_std, G_var, G_iqr, G_mad, G_grad_mean, B_skew, B_kurt, B_p50, B_p75, B_p90, B_iqr, B_mad, B_grad_mean"
saltpepper5,mini,20,hybrid,0.866667,0.172037,"R_p10, R_iqr, R_mad, R_grad_mean, G_p10, G_iqr, G_mad, G_grad_mean, B_mean, B_skew, B_cv, B_p10, B_p25, B_grad_mean, R_wst_mean_11, B_wst_mean_11, B_wst_mean_36, B_wst_mean_48, B_wst_mean_52, B_wst_mean_69;R_mean, R_skew, R_p10, R_p25, R_p75, R_iqr, R_mad, G_kurt, G_p10, G_iqr, G_mad, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50, R_wst_mean_0, G_wst_std_0, B_wst_mean_0;R_std, R_var, R_iqr, R_mad, R_grad_mean, G_grad_mean, B_iqr, B_grad_mean, R_wst_mean_12, R_wst_std_0, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_mean_14, G_wst_mean_16, B_wst_std_0, B_wst_std_4, B_wst_std_31, B_wst_std_60"
saltpepper5,mini,20,wst,0.755556,0.220729,"R_wst_mean_10, R_wst_mean_11, B_wst_mean_0, B_wst_mean_10, B_wst_mean_11, B_wst_mean_27, B_wst_mean_31, B_wst_mean_36, B_wst_mean_37, B_wst_mean_40, B_wst_mean_47, B_wst_mean_48, B_wst_mean_52, B_wst_mean_56, B_wst_mean_58, B_wst_mean_64, B_wst_mean_67, B_wst_mean_69, B_wst_mean_72, B_wst_std_36;R_wst_mean_0, R_wst_mean_12, R_wst_mean_13, R_wst_mean_14, R_wst_mean_16, R_wst_std_0, G_wst_mean_68, G_wst_std_0, B_wst_mean_0, B_wst_mean_13, B_wst_mean_14, B_wst_mean_33, B_wst_mean_38, B_wst_mean_49, B_wst_mean_62, B_wst_mean_78, B_wst_std_0, B_wst_std_7, B_wst_std_33, B_wst_std_34;R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_0, G_wst_mean_11, G_wst_mean_12, G_wst_mean_13, G_wst_mean_14, G_wst_mean_16, B_wst_mean_32, B_wst_mean_33, B_wst_mean_47, B_wst_mean_76, B_wst_mean_77, B_wst_std_0, B_wst_std_1, B_wst_std_4, B_wst_std_5, B_wst_std_31, B_wst_std_60"
saltpepper5,original,2,advanced_stats,0.991304,0.017391,"G_iqr, G_mad"
saltpepper5,original,2,advanced_stats,0.908333,0.040825,"R_iqr, R_mad"
saltpepper5,original,2,advanced_stats,1.0,0.0,"G_iqr, G_mad"
saltpepper5,original,2,hybrid,0.991304,0.017391,"G_iqr, G_mad"
saltpepper5,original,2,hybrid,0.875,0.037268,"R_mad, R_wst_std_0"
saltpepper5,original,2,hybrid,1.0,0.0,"G_iqr, G_mad"
saltpepper5,original,2,wst,0.887681,0.044787,"R_wst_std_0, G_wst_std_0"
saltpepper5,original,2,wst,0.9,0.062361,"R_wst_std_0, G_wst_std_0"
saltpepper5,original,2,wst,0.892,0.06272,"R_wst_std_0, G_wst_std_0"
saltpepper5,original,5,advanced_stats,1.0,0.0,"R_iqr, R_mad, G_p10, G_iqr, G_mad"
saltpepper5,original,5,advanced_stats,0.983333,0.020412,"R_iqr, R_mad, G_mad, G_grad_mean, B_p25"
saltpepper5,original,5,advanced_stats,1.0,0.0,"R_iqr, R_mad, G_iqr, G_mad, B_p10"
saltpepper5,original,5,hybrid,1.0,0.0,"R_iqr, R_mad, G_p10, G_iqr, G_mad"
saltpepper5,original,5,hybrid,0.933333,0.042492,"R_iqr, R_mad, G_grad_mean, R_wst_std_0, G_wst_std_0"
saltpepper5,original,5,hybrid,1.0,0.0,"R_iqr, R_mad, G_iqr, G_mad, B_p10"
saltpepper5,original,5,wst,0.896377,0.035173,"R_wst_std_0, G_wst_std_0, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12"
saltpepper5,original,5,wst,0.983333,0.020412,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_23, B_wst_std_8"
saltpepper5,original,5,wst,0.95,0.061237,"R_wst_mean_0, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_std_0"
saltpepper5,original,10,advanced_stats,0.991304,0.017391,"R_p10, R_iqr, R_mad, R_grad_mean, G_kurt, G_p10, G_iqr, G_mad, B_p10, B_grad_mean"
saltpepper5,original,10,advanced_stats,0.991667,0.016667,"R_iqr, R_mad, R_grad_mean, G_iqr, G_mad, G_grad_mean, B_mean, B_skew, B_p25, B_p50"
saltpepper5,original,10,advanced_stats,1.0,0.0,"R_p10, R_p25, R_iqr, R_mad, G_iqr, G_mad, B_cv, B_p10, B_p25, B_mad"
saltpepper5,original,10,hybrid,0.991304,0.017391,"R_p10, R_iqr, R_mad, R_grad_mean, G_p10, G_iqr, G_mad, B_p10, B_grad_mean, R_wst_std_0"
saltpepper5,original,10,hybrid,0.991667,0.016667,"R_iqr, R_mad, R_grad_mean, G_mad, G_grad_mean, B_mean, B_p25, R_wst_std_0, G_wst_std_0, B_wst_mean_23"
saltpepper5,original,10,hybrid,1.0,0.0,"R_p10, R_p25, R_iqr, R_mad, G_p10, G_iqr, G_mad, B_cv, B_p10, B_p25"
saltpepper5,original,10,wst,0.887681,0.044787,"R_wst_mean_10, R_wst_mean_11, R_wst_std_0, G_wst_std_0, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14"
saltpepper5,original,10,wst,0.983333,0.020412,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_23, B_wst_mean_32, B_wst_mean_38, B_wst_mean_42, B_wst_mean_63, B_wst_mean_72, B_wst_std_8"
saltpepper5,original,10,wst,0.966667,0.040825,"R_wst_mean_0, R_wst_mean_9, R_wst_mean_15, R_wst_std_0, G_wst_mean_9, G_wst_mean_15, G_wst_std_0, B_wst_mean_0, B_wst_mean_9, B_wst_std_0"
saltpepper5,original,20,advanced_stats,0.982609,0.0213,"R_std, R_var, R_p10, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_kurt, G_cv, G_p10, G_p25, G_iqr, G_mad, G_grad_mean, B_cv, B_p10, B_p25, B_mad, B_grad_mean"
saltpepper5,original,20,advanced_stats,0.983333,0.020412,"R_std, R_var, R_iqr, R_mad, R_grad_mean, G_kurt, G_iqr, G_mad, G_grad_mean, B_mean, B_skew, B_kurt, B_cv, B_p10, B_p25, B_p50, B_p90, B_iqr, B_mad, B_grad_mean"
saltpepper5,original,20,advanced_stats,1.0,0.0,"R_mean, R_skew, R_kurt, R_cv, R_p10, R_p25, R_iqr, R_mad, G_kurt, G_p10, G_iqr, G_mad, B_mean, B_skew, B_cv, B_p10, B_p25, B_p50, B_iqr, B_mad"
saltpepper5,original,20,hybrid,0.982609,0.0213,"R_std, R_var, R_p10, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_kurt, G_cv, G_p10, G_p25, G_iqr, G_mad, B_cv, B_p10, B_mad, B_grad_mean, R_wst_std_0, G_wst_std_0"
saltpepper5,original,20,hybrid,0.983333,0.020412,"R_iqr, R_mad, R_grad_mean, G_iqr, G_mad, G_grad_mean, B_mean, B_skew, B_p25, B_p50, B_iqr, B_mad, B_grad_mean, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_23, B_wst_mean_32, B_wst_mean_63, B_wst_std_8"
saltpepper5,original,20,hybrid,1.0,0.0,"R_skew, R_kurt, R_cv, R_p10, R_p25, R_iqr, R_mad, G_p10, G_iqr, G_mad, B_mean, B_skew, B_cv, B_p10, B_p25, B_iqr, B_mad, R_wst_std_0, G_wst_std_0, B_wst_mean_0"
saltpepper5,original,20,wst,0.896377,0.044646,"R_wst_mean_0, R_wst_mean_9, R_wst_mean_10, R_wst_mean_11, R_wst_mean_12, R_wst_mean_14, R_wst_mean_16, R_wst_std_0, G_wst_mean_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15, B_wst_mean_16, B_wst_std_0"
saltpepper5,original,20,wst,0.983333,0.020412,"R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_mean_18, B_wst_mean_23, B_wst_mean_24, B_wst_mean_32, B_wst_mean_38, B_wst_mean_42, B_wst_mean_45, B_wst_mean_46, B_wst_mean_50, B_wst_mean_63, B_wst_mean_64, B_wst_mean_67, B_wst_mean_72, B_wst_mean_79, B_wst_std_2, B_wst_std_8, B_wst_std_22"
saltpepper5,original,20,wst,0.966667,0.016667,"R_wst_mean_0, R_wst_mean_9, R_wst_mean_10, R_wst_mean_15, R_wst_mean_16, R_wst_mean_80, R_wst_std_0, G_wst_mean_0, G_wst_mean_9, G_wst_mean_10, G_wst_mean_15, G_wst_mean_16, G_wst_std_0, B_wst_mean_0, B_wst_mean_9, B_wst_mean_16, B_wst_mean_35, B_wst_mean_51, B_wst_std_0, B_wst_std_6"
saltpepper5,small,2,advanced_stats,0.955556,0.036289,"R_mad, G_mad;R_mad, G_mad;R_mad, R_grad_mean"
saltpepper5,small,2,hybrid,0.962963,0.040572,"R_mad, G_mad;R_mad, G_mad;R_mad, R_wst_std_0"
saltpepper5,small,2,wst,0.888889,0.083103,"R_wst_std_0, G_wst_std_0;R_wst_std_0, G_wst_std_0;R_wst_std_0, G_wst_mean_13"
saltpepper5,small,5,advanced_stats,0.97037,0.027716,"R_iqr, R_mad, G_p10, G_iqr, G_mad;R_iqr, R_mad, G_iqr, G_mad, B_p10;R_mad, R_grad_mean, G_std, G_var, G_grad_mean"
saltpepper5,small,5,hybrid,0.97037,0.027716,"R_iqr, R_mad, G_p10, G_iqr, G_mad;R_iqr, R_mad, G_iqr, G_mad, B_p10;R_mad, R_grad_mean, G_std, G_var, R_wst_std_0"
saltpepper5,small,5,wst,0.911111,0.064005,"R_wst_std_0, G_wst_std_0, B_wst_mean_10, B_wst_mean_12, B_wst_mean_13;R_wst_mean_0, R_wst_std_0, G_wst_std_0, B_wst_mean_0, B_wst_std_0;R_wst_std_0, G_wst_mean_11, G_wst_mean_13, G_wst_std_0, B_wst_mean_31"
saltpepper5,small,10,advanced_stats,0.962963,0.023424,"R_p10, R_iqr, R_mad, G_kurt, G_cv, G_p10, G_iqr, G_mad, B_cv, B_p10;R_kurt, R_p10, R_iqr, R_mad, G_iqr, G_mad, B_p10, B_p25, B_iqr, B_mad;R_iqr, R_mad, R_grad_mean, G_std, G_var, G_iqr, G_mad, G_grad_mean, B_kurt, B_mad"
saltpepper5,small,10,hybrid,0.962963,0.040572,"R_p10, R_iqr, R_mad, G_kurt, G_cv, G_p10, G_iqr, G_mad, B_cv, B_p10;R_p10, R_iqr, R_mad, G_iqr, G_mad, B_p10, B_iqr, B_mad, R_wst_std_0, G_wst_std_0;R_iqr, R_mad, R_grad_mean, G_std, G_var, G_mad, G_grad_mean, B_kurt, B_mad, R_wst_std_0"
saltpepper5,small,10,wst,0.940741,0.059259,"R_wst_mean_0, R_wst_mean_12, R_wst_std_0, G_wst_std_0, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15;R_wst_mean_0, R_wst_mean_10, R_wst_std_0, G_wst_mean_10, G_wst_mean_11, G_wst_std_0, B_wst_mean_0, B_wst_mean_11, B_wst_mean_12, B_wst_std_0;R_wst_std_0, G_wst_mean_11, G_wst_mean_13, G_wst_mean_14, G_wst_std_0, B_wst_mean_31, B_wst_mean_40, B_wst_mean_42, B_wst_mean_70, B_wst_std_7"
saltpepper5,small,20,advanced_stats,0.992593,0.014815,"R_mean, R_std, R_var, R_p10, R_p75, R_iqr, R_mad, R_grad_mean, G_skew, G_kurt, G_cv, G_p10, G_p25, G_iqr, G_mad, B_cv, B_p10, B_p25, B_mad, B_grad_mean;R_skew, R_kurt, R_cv, R_p10, R_p25, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_p10, G_iqr, G_mad, G_grad_mean, B_skew, B_cv, B_p10, B_p25, B_iqr, B_mad;R_std, R_var, R_kurt, R_iqr, R_mad, R_grad_mean, G_std, G_var, G_kurt, G_iqr, G_mad, G_grad_mean, B_mean, B_skew, B_kurt, B_p25, B_p90, B_iqr, B_mad, B_grad_mean"
saltpepper5,small,20,hybrid,0.985185,0.02963,"R_p10, R_iqr, R_mad, R_grad_mean, G_skew, G_kurt, G_cv, G_p10, G_p25, G_iqr, G_mad, B_cv, B_p10, B_p25, B_mad, B_grad_mean, R_wst_std_0, G_wst_std_0, B_wst_mean_10, B_wst_mean_12;R_kurt, R_cv, R_p10, R_p25, R_iqr, R_mad, R_grad_mean, G_p10, G_iqr, G_mad, G_grad_mean, B_skew, B_cv, B_p10, B_p25, B_iqr, B_mad, R_wst_std_0, G_wst_std_0, B_wst_std_0;R_iqr, R_mad, R_grad_mean, G_std, G_var, G_iqr, G_mad, G_grad_mean, B_skew, B_kurt, B_iqr, B_mad, B_grad_mean, R_wst_std_0, G_wst_mean_11, G_wst_mean_13, G_wst_std_0, B_wst_mean_31, B_wst_mean_42, B_wst_mean_70"
saltpepper5,small,20,wst,0.933333,0.032959,"R_wst_mean_0, R_wst_mean_9, R_wst_mean_10, R_wst_mean_11, R_wst_mean_12, R_wst_mean_13, R_wst_std_0, G_wst_mean_0, G_wst_mean_12, G_wst_std_0, B_wst_mean_0, B_wst_mean_9, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_mean_14, B_wst_mean_15, B_wst_mean_66, B_wst_std_65;R_wst_mean_0, R_wst_mean_9, R_wst_mean_10, R_wst_mean_12, R_wst_mean_15, R_wst_std_0, G_wst_mean_0, G_wst_mean_9, G_wst_mean_10, G_wst_mean_11, G_wst_mean_12, G_wst_mean_15, G_wst_mean_16, G_wst_std_0, B_wst_mean_0, B_wst_mean_10, B_wst_mean_11, B_wst_mean_12, B_wst_mean_13, B_wst_std_0;R_wst_mean_9, R_wst_mean_16, R_wst_std_0, G_wst_mean_11, G_wst_mean_13, G_wst_mean_14, G_wst_std_0, B_wst_mean_29, B_wst_mean_31, B_wst_mean_36, B_wst_mean_40, B_wst_mean_42, B_wst_mean_46, B_wst_mean_64, B_wst_mean_70, B_wst_std_2, B_wst_std_3, B_wst_std_7, B_wst_std_33, B_wst_std_53"
