noise_condition,area,dataset_type,k_features,feature_method,experiment_name,mean_accuracy,std_accuracy,n_estimators,total_images,total_features_available,file_path,selected_features_str,feature_scores_str,cv_scores_str
speckle15,assatigue,mini,2,advanced_stats,advanced_stats_assatigue_k2_WithModel,0.7333333333333332,0.13333333333333336,3,15,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k2/advanced_stats/experiment_report_with_model.json,"R_min, B_min","1.1358480408480411, 1.1708480408480413","0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666"
speckle15,assatigue,mini,2,wst,wst_assatigue_k2_WithModel,0.8666666666666666,0.16329931618554522,3,15,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k2/wst/experiment_report_with_model.json,"B_wst_mean_54, B_wst_mean_55","0.922514707514708, 0.9209274059274064","1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666"
speckle15,assatigue,mini,2,hybrid,hybrid_assatigue_k2_WithModel,0.6666666666666666,0.21081851067789195,3,15,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k2/hybrid/experiment_report_with_model.json,"R_max, B_min","1.2726902726902731, 1.1803718503718508","0.6666666666666666, 0.6666666666666666, 1.0, 0.3333333333333333, 0.6666666666666666"
speckle15,assatigue,mini,5,advanced_stats,advanced_stats_assatigue_k5_WithModel,0.7999999999999999,0.16329931618554525,3,15,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k5/advanced_stats/experiment_report_with_model.json,"R_cv, R_iqr, R_mad, B_max, B_p10","0.8981496281496288, 0.815371850371851, 0.8064035964035967, 0.8801474451474454, 0.8464829614829619","0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666"
speckle15,assatigue,mini,5,wst,wst_assatigue_k5_WithModel,0.9333333333333333,0.13333333333333336,3,15,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k5/wst/experiment_report_with_model.json,"R_wst_std_78, B_wst_mean_19, B_wst_mean_30, B_wst_mean_48, B_wst_std_76","0.9169591519591522, 0.8987051837051838, 0.8987051837051843, 0.9098162948162953, 0.8959274059274063","1.0, 1.0, 1.0, 1.0, 0.6666666666666666"
speckle15,assatigue,mini,5,hybrid,hybrid_assatigue_k5_WithModel,0.8666666666666666,0.16329931618554522,3,15,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k5/hybrid/experiment_report_with_model.json,"R_min, R_max, B_max, B_wst_mean_40, B_wst_mean_49","1.0969591519591522, 1.3103333703333706, 1.7280630480630481, 0.9464829614829617, 0.9391813741813746","1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666"
speckle15,assatigue,mini,10,advanced_stats,advanced_stats_assatigue_k10_WithModel,0.9333333333333333,0.13333333333333336,3,15,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k10/advanced_stats/experiment_report_with_model.json,"R_std, R_cv, R_iqr, R_mad, B_min, B_max, B_cv, B_p10, B_p25, B_p50","0.8014035964035966, 0.9453718503718509, 0.779816294816295, 0.7996575646575652, 1.1414829614829618, 1.0965503015503018, 0.8191020091020096, 0.7825940725940732, 0.8820385170385172, 0.8687051837051842","1.0, 1.0, 1.0, 1.0, 0.6666666666666666"
speckle15,assatigue,mini,10,wst,wst_assatigue_k10_WithModel,0.8666666666666666,0.16329931618554522,3,15,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k10/wst/experiment_report_with_model.json,"B_wst_mean_19, B_wst_mean_20, B_wst_mean_40, B_wst_mean_47, B_wst_mean_48, B_wst_mean_54, B_wst_mean_55, B_wst_mean_56, B_wst_mean_62, B_wst_std_76","0.887594072594073, 0.8720385170385172, 0.9153718503718511, 0.9181496281496284, 0.8842607392607398, 0.9558480408480412, 0.9431496281496285, 0.8764829614829619, 0.886403596403597, 0.9403718503718506","1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666"
speckle15,assatigue,mini,10,hybrid,hybrid_assatigue_k10_WithModel,0.8666666666666666,0.16329931618554522,3,15,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k10/hybrid/experiment_report_with_model.json,"B_min, B_max, B_wst_mean_19, B_wst_mean_20, B_wst_mean_47, B_wst_mean_48, B_wst_mean_54, B_wst_mean_55, B_wst_mean_62, B_wst_std_76","0.9525940725940729, 0.9466008066008067, 0.8987051837051843, 0.9075940725940732, 0.9264829614829619, 0.9064829614829619, 0.9336258186258188, 0.9042607392607396, 0.9336258186258191, 0.9125940725940729","1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666"
speckle15,assatigue,mini,20,advanced_stats,advanced_stats_assatigue_k20_WithModel,0.7999999999999999,0.16329931618554522,3,15,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k20/advanced_stats/experiment_report_with_model.json,"R_std, R_var, R_min, R_max, R_range, R_cv, R_p10, R_iqr, R_mad, G_std, G_var, G_mad, B_mean, B_min, B_max, B_cv, B_p10, B_p25, B_p50, B_p75","0.7869591519591526, 0.7885464535464541, 0.6858480408480414, 1.5884839234839239, 0.6914829614829621, 0.8564829614829619, 0.6587051837051843, 0.883784548784549, 0.7619591519591524, 0.7387051837051841, 0.7331496281496286, 0.6920385170385177, 0.7014035964035972, 0.7557686757686763, 1.1016801716801718, 0.7163242313242317, 0.8931496281496287, 0.9042607392607396, 0.7881496281496285, 0.6958480408480414","1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666"
speckle15,assatigue,mini,20,wst,wst_assatigue_k20_WithModel,0.8666666666666666,0.16329931618554522,3,15,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k20/wst/experiment_report_with_model.json,"R_wst_mean_49, R_wst_std_78, B_wst_mean_0, B_wst_mean_18, B_wst_mean_19, B_wst_mean_20, B_wst_mean_21, B_wst_mean_30, B_wst_mean_31, B_wst_mean_40, B_wst_mean_47, B_wst_mean_48, B_wst_mean_49, B_wst_mean_54, B_wst_mean_55, B_wst_mean_56, B_wst_mean_62, B_wst_mean_64, B_wst_mean_76, B_wst_std_76","0.8109274059274063, 0.8891813741813748, 0.8202924852924858, 0.812594072594073, 0.9098162948162953, 0.8275940725940729, 0.829816294816295, 0.9209274059274062, 0.8209274059274063, 0.8709274059274061, 0.9131496281496287, 0.9231496281496285, 0.8375940725940729, 0.8252924852924857, 0.8764829614829619, 0.8353718503718508, 0.8252924852924861, 0.8464829614829619, 0.8487051837051844, 0.9051866651866658","1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666"
speckle15,assatigue,mini,20,hybrid,hybrid_assatigue_k20_WithModel,0.8666666666666666,0.16329931618554522,3,15,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/mini/k20/hybrid/experiment_report_with_model.json,"R_max, R_cv, B_max, B_cv, B_p10, R_wst_std_78, B_wst_mean_19, B_wst_mean_20, B_wst_mean_21, B_wst_mean_30, B_wst_mean_31, B_wst_mean_40, B_wst_mean_48, B_wst_mean_49, B_wst_mean_54, B_wst_mean_55, B_wst_mean_57, B_wst_mean_62, B_wst_mean_77, B_wst_std_76","1.5103910903910909, 0.8537051837051841, 0.920489695489696, 0.8307686757686761, 0.8403718503718505, 0.8947369297369301, 0.8987051837051838, 0.8542607392607395, 0.8536258186258192, 0.887594072594073, 0.8598162948162953, 0.9209274059274062, 0.9453718503718507, 0.9487051837051841, 0.8725147075147079, 0.9209274059274062, 0.8842607392607398, 0.8891813741813748, 0.8409274059274066, 0.9348162948162952","1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666"
speckle15,assatigue,small,2,advanced_stats,advanced_stats_assatigue_k2_WithModel,0.9111111111111111,0.08314794192830981,10,45,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k2/advanced_stats/experiment_report_with_model.json,"R_cv, G_iqr","0.9358723148088546, 0.9268321574353637","1.0, 1.0, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778"
speckle15,assatigue,small,2,wst,wst_assatigue_k2_WithModel,0.8666666666666666,0.0831479419283098,10,45,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k2/wst/experiment_report_with_model.json,"R_wst_std_0, G_wst_std_0","0.9132672963705029, 0.8543428874460939","0.8888888888888888, 1.0, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778"
speckle15,assatigue,small,2,hybrid,hybrid_assatigue_k2_WithModel,0.9111111111111111,0.08314794192830981,10,45,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k2/hybrid/experiment_report_with_model.json,"R_cv, R_wst_std_0","0.9358723148088546, 0.9132672963705029","1.0, 1.0, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778"
speckle15,assatigue,small,5,advanced_stats,advanced_stats_assatigue_k5_WithModel,0.9555555555555555,0.054433105395181765,10,45,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k5/advanced_stats/experiment_report_with_model.json,"R_cv, R_mad, G_cv, G_iqr, B_p10","0.9358723148088546, 0.85795344355665, 0.9068480982846381, 0.924054379657586, 0.864258003194543","1.0, 1.0, 1.0, 0.8888888888888888, 0.8888888888888888"
speckle15,assatigue,small,5,wst,wst_assatigue_k5_WithModel,0.888888888888889,0.07027283689263066,10,45,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k5/wst/experiment_report_with_model.json,"R_wst_mean_3, R_wst_mean_38, R_wst_std_0, G_wst_std_0, B_wst_mean_66","0.7813928436627169, 0.7713840253205653, 0.9132672963705029, 0.8543428874460939, 0.7826883382915448","1.0, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888"
speckle15,assatigue,small,5,hybrid,hybrid_assatigue_k5_WithModel,0.9111111111111111,0.08314794192830981,10,45,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k5/hybrid/experiment_report_with_model.json,"R_cv, R_mad, G_cv, G_iqr, R_wst_std_0","0.9358723148088546, 0.85795344355665, 0.9068480982846381, 0.8895231084596482, 0.9132672963705029","1.0, 1.0, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778"
speckle15,assatigue,small,10,advanced_stats,advanced_stats_assatigue_k10_WithModel,0.9333333333333332,0.054433105395181765,10,45,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k10/advanced_stats/experiment_report_with_model.json,"R_std, R_var, R_cv, R_mad, G_var, G_cv, G_iqr, G_mad, B_cv, B_p10","0.8193055391734514, 0.818070971272217, 0.9358723148088546, 0.85795344355665, 0.812587874122453, 0.9068480982846381, 0.8946465652497717, 0.8406493587525652, 0.8558502689534755, 0.8585172624538024","0.8888888888888888, 1.0, 1.0, 0.8888888888888888, 0.8888888888888888"
speckle15,assatigue,small,10,wst,wst_assatigue_k10_WithModel,0.8444444444444443,0.05443310539518171,10,45,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k10/wst/experiment_report_with_model.json,"R_wst_mean_3, R_wst_mean_5, R_wst_mean_6, R_wst_mean_38, R_wst_mean_51, R_wst_std_0, G_wst_mean_30, G_wst_std_0, B_wst_mean_32, B_wst_mean_66","0.7813928436627169, 0.7631917854616586, 0.758720885990759, 0.7713840253205653, 0.7629095985128052, 0.9132672963705029, 0.7554140076838809, 0.8543428874460939, 0.770377932647806, 0.7826883382915448","0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888"
speckle15,assatigue,small,10,hybrid,hybrid_assatigue_k10_WithModel,0.9555555555555555,0.054433105395181765,10,45,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k10/hybrid/experiment_report_with_model.json,"R_cv, R_mad, G_cv, G_p25, G_iqr, G_mad, B_cv, B_p10, R_wst_std_0, G_wst_std_0","0.9358723148088546, 0.85795344355665, 0.9068480982846381, 0.8347529403561469, 0.8746099352131418, 0.8406493587525652, 0.8558502689534755, 0.8511098550463951, 0.9132672963705029, 0.8543428874460939","1.0, 1.0, 1.0, 0.8888888888888888, 0.8888888888888888"
speckle15,assatigue,small,20,advanced_stats,advanced_stats_assatigue_k20_WithModel,0.9555555555555555,0.054433105395181765,10,45,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k20/advanced_stats/experiment_report_with_model.json,"R_mean, R_std, R_var, R_cv, R_p50, R_iqr, R_mad, G_std, G_var, G_cv, G_p10, G_p25, G_p50, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_p75","0.7297967237332637, 0.8193055391734514, 0.818070971272217, 0.9358723148088546, 0.7124980256992715, 0.8098257138094853, 0.85795344355665, 0.8097283969982698, 0.812587874122453, 0.9068480982846381, 0.8301064757096821, 0.8347529403561469, 0.7226963549662282, 0.8764706054071452, 0.8406493587525652, 0.780116404052944, 0.8558502689534755, 0.8731468920834322, 0.8149736455768521, 0.7180771470136871","1.0, 1.0, 1.0, 0.8888888888888888, 0.8888888888888888"
speckle15,assatigue,small,20,wst,wst_assatigue_k20_WithModel,0.9333333333333332,0.054433105395181765,10,45,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k20/wst/experiment_report_with_model.json,"R_wst_mean_0, R_wst_mean_2, R_wst_mean_3, R_wst_mean_5, R_wst_mean_6, R_wst_mean_38, R_wst_mean_51, R_wst_std_0, R_wst_std_13, G_wst_mean_4, G_wst_mean_30, G_wst_mean_51, G_wst_std_0, B_wst_mean_2, B_wst_mean_3, B_wst_mean_5, B_wst_mean_6, B_wst_mean_32, B_wst_mean_47, B_wst_mean_66","0.7542411681777081, 0.7411939376304775, 0.7813928436627169, 0.7631917854616586, 0.758720885990759, 0.7713840253205653, 0.7629095985128052, 0.9132672963705029, 0.7370710167299508, 0.7487208859907593, 0.7554140076838809, 0.7280234352933088, 0.8543428874460939, 0.7396203568902304, 0.7366838489537224, 0.7319924909290307, 0.7339942545974614, 0.770377932647806, 0.7370261609627009, 0.7826883382915448","0.8888888888888888, 1.0, 0.8888888888888888, 0.8888888888888888, 1.0"
speckle15,assatigue,small,20,hybrid,hybrid_assatigue_k20_WithModel,0.9111111111111111,0.04444444444444447,10,45,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/small/k20/hybrid/experiment_report_with_model.json,"R_std, R_var, R_cv, R_iqr, R_mad, G_std, G_var, G_cv, G_p10, G_p25, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, R_wst_mean_3, R_wst_std_0, G_wst_std_0, B_wst_mean_66","0.8193055391734514, 0.818070971272217, 0.9358723148088546, 0.7783442323280036, 0.85795344355665, 0.8097283969982698, 0.812587874122453, 0.9068480982846381, 0.8189953645985713, 0.8366047922079987, 0.8762162301527698, 0.8406493587525652, 0.777153441089981, 0.8558502689534755, 0.8729617068982469, 0.8102822875521609, 0.7813928436627169, 0.9132672963705029, 0.8543428874460939, 0.7826883382915448","0.8888888888888888, 1.0, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888"
speckle15,assatigue,original,2,advanced_stats,advanced_stats_assatigue_k2_WithModel,0.9318840579710145,0.056428760388208064,50,116,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k2/advanced_stats/experiment_report_with_model.json,"R_cv, G_cv","0.989698065461472, 0.9516187142709918","0.8333333333333334, 0.9565217391304348, 0.9565217391304348, 0.9130434782608695, 1.0"
speckle15,assatigue,original,2,wst,wst_assatigue_k2_WithModel,0.8884057971014492,0.042402141560370414,50,116,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k2/wst/experiment_report_with_model.json,"R_wst_std_0, G_wst_std_0","0.9233405912104287, 0.9139801121301219","0.8333333333333334, 0.9130434782608695, 0.8695652173913043, 0.8695652173913043, 0.9565217391304348"
speckle15,assatigue,original,2,hybrid,hybrid_assatigue_k2_WithModel,0.9318840579710145,0.056428760388208064,50,116,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k2/hybrid/experiment_report_with_model.json,"R_cv, G_cv","0.989698065461472, 0.9516187142709918","0.8333333333333334, 0.9565217391304348, 0.9565217391304348, 0.9130434782608695, 1.0"
speckle15,assatigue,original,5,advanced_stats,advanced_stats_assatigue_k5_WithModel,0.9228260869565217,0.030820536692951813,50,116,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k5/advanced_stats/experiment_report_with_model.json,"R_cv, G_cv, G_iqr, G_mad, B_cv","0.989698065461472, 0.9516187142709918, 0.8917729220231705, 0.9154287525578382, 0.9318444729032536","0.875, 0.9565217391304348, 0.9130434782608695, 0.9130434782608695, 0.9565217391304348"
speckle15,assatigue,original,5,wst,wst_assatigue_k5_WithModel,0.9144927536231883,0.059473288488936786,50,116,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k5/wst/experiment_report_with_model.json,"R_wst_std_0, G_wst_mean_6, G_wst_mean_29, G_wst_std_0, B_wst_mean_50","0.9233405912104287, 0.7502793093081237, 0.7315886001812426, 0.9139801121301219, 0.701686898207184","0.8333333333333334, 0.9565217391304348, 0.8695652173913043, 0.9130434782608695, 1.0"
speckle15,assatigue,original,5,hybrid,hybrid_assatigue_k5_WithModel,0.9489130434782609,0.04904571379425426,50,116,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k5/hybrid/experiment_report_with_model.json,"R_cv, G_cv, G_mad, B_cv, R_wst_std_0","0.989698065461472, 0.9516187142709918, 0.9154287525578382, 0.9318444729032536, 0.9233405912104287","0.875, 0.9565217391304348, 0.9130434782608695, 1.0, 1.0"
speckle15,assatigue,original,10,advanced_stats,advanced_stats_assatigue_k10_WithModel,0.9402173913043479,0.042655254065975194,50,116,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k10/advanced_stats/experiment_report_with_model.json,"R_cv, R_iqr, R_mad, G_std, G_var, G_cv, G_iqr, G_mad, B_min, B_cv","0.989698065461472, 0.8181062976778171, 0.837464391865663, 0.8464352274951623, 0.8478720091043577, 0.9516187142709918, 0.8955938616199719, 0.9154287525578382, 0.8012249639134377, 0.9318444729032536","0.875, 0.9565217391304348, 0.9130434782608695, 0.9565217391304348, 1.0"
speckle15,assatigue,original,10,wst,wst_assatigue_k10_WithModel,0.9231884057971016,0.05530082327054757,50,116,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k10/wst/experiment_report_with_model.json,"R_wst_mean_6, R_wst_mean_44, R_wst_mean_53, R_wst_mean_63, R_wst_std_0, G_wst_mean_6, G_wst_mean_29, G_wst_std_0, B_wst_mean_30, B_wst_mean_50","0.6934641032041908, 0.6933179015422859, 0.7008744417852677, 0.6980459290368877, 0.9233405912104287, 0.7502793093081237, 0.7315886001812426, 0.9139801121301219, 0.6966524750498282, 0.701686898207184","0.8333333333333334, 0.9565217391304348, 0.9130434782608695, 0.9130434782608695, 1.0"
speckle15,assatigue,original,10,hybrid,hybrid_assatigue_k10_WithModel,0.9228260869565219,0.04130434782608697,50,116,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k10/hybrid/experiment_report_with_model.json,"R_cv, R_mad, G_std, G_var, G_cv, G_iqr, G_mad, B_cv, R_wst_std_0, G_wst_std_0","0.989698065461472, 0.837464391865663, 0.8464352274951623, 0.8478720091043577, 0.9516187142709918, 0.9028603204037418, 0.9154287525578382, 0.9318444729032536, 0.9233405912104287, 0.9139801121301219","0.875, 0.9130434782608695, 0.9130434782608695, 0.9130434782608695, 1.0"
speckle15,assatigue,original,20,advanced_stats,advanced_stats_assatigue_k20_WithModel,0.9315217391304348,0.042876267224600056,50,116,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k20/advanced_stats/experiment_report_with_model.json,"R_std, R_var, R_min, R_cv, R_p75, R_iqr, R_mad, G_std, G_var, G_min, G_cv, G_p10, G_p25, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, B_p50","0.7695503083088748, 0.7686578050531139, 0.7191394491001248, 0.989698065461472, 0.6728350548874853, 0.803968587996243, 0.837464391865663, 0.8464352274951623, 0.8478720091043577, 0.6740474492892443, 0.9516187142709918, 0.7378475830566043, 0.6647091195086583, 0.8943366597700977, 0.9154287525578382, 0.7985807594588883, 0.9318444729032536, 0.7587891414981627, 0.7356500285263927, 0.679309210509611","0.875, 0.9565217391304348, 0.9130434782608695, 0.9130434782608695, 1.0"
speckle15,assatigue,original,20,wst,wst_assatigue_k20_WithModel,0.9144927536231885,0.04499760781524644,50,116,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k20/wst/experiment_report_with_model.json,"R_wst_mean_6, R_wst_mean_44, R_wst_mean_52, R_wst_mean_53, R_wst_mean_63, R_wst_mean_75, R_wst_mean_76, R_wst_std_0, G_wst_mean_6, G_wst_mean_29, G_wst_mean_48, G_wst_mean_59, G_wst_mean_72, G_wst_mean_78, G_wst_std_0, B_wst_mean_3, B_wst_mean_29, B_wst_mean_30, B_wst_mean_48, B_wst_mean_50","0.6934641032041908, 0.6933179015422859, 0.6828041221899137, 0.7008744417852677, 0.6980459290368877, 0.6877736268404069, 0.6890777704936881, 0.9233405912104287, 0.7502793093081237, 0.7315886001812426, 0.6799546463223902, 0.6829344730091131, 0.684810474358126, 0.6832516880512267, 0.9139801121301219, 0.6901271010548806, 0.6775470774473584, 0.6966524750498282, 0.6844126191267654, 0.701686898207184","0.8333333333333334, 0.9565217391304348, 0.9130434782608695, 0.9130434782608695, 0.9565217391304348"
speckle15,assatigue,original,20,hybrid,hybrid_assatigue_k20_WithModel,0.9315217391304348,0.042876267224600056,50,116,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/assatigue/original/k20/hybrid/experiment_report_with_model.json,"R_std, R_var, R_min, R_cv, R_iqr, R_mad, G_std, G_var, G_cv, G_p10, G_iqr, G_mad, B_min, B_cv, B_p10, B_p25, R_wst_std_0, G_wst_mean_6, G_wst_mean_29, G_wst_std_0","0.7695503083088748, 0.7686578050531139, 0.7264511747308162, 0.989698065461472, 0.7960830631812719, 0.837464391865663, 0.8464352274951623, 0.8478720091043577, 0.9516187142709918, 0.7268348410093799, 0.8976036026840395, 0.9154287525578382, 0.8180318878324304, 0.9318444729032536, 0.7473693436939834, 0.7537002179014458, 0.9233405912104287, 0.7502793093081237, 0.7315886001812426, 0.9139801121301219","0.875, 0.9565217391304348, 0.9130434782608695, 0.9130434782608695, 1.0"
speckle15,popolar,mini,2,advanced_stats,advanced_stats_popolar_k2_WithModel,0.8666666666666666,0.16329931618554522,3,15,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/popolar/mini/k2/advanced_stats/experiment_report_with_model.json,"B_max, B_p10","1.5964757464757466, 1.1237845487845495","0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 1.0"
speckle15,popolar,mini,2,wst,wst_popolar_k2_WithModel,0.9333333333333332,0.13333333333333336,3,15,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/popolar/mini/k2/wst/experiment_report_with_model.json,"R_wst_mean_33, B_wst_mean_74","0.9946816146816151, 1.0062977762977767","1.0, 1.0, 1.0, 0.6666666666666666, 1.0"
speckle15,popolar,mini,2,hybrid,hybrid_popolar_k2_WithModel,0.6666666666666666,0.0,3,15,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/popolar/mini/k2/hybrid/experiment_report_with_model.json,"R_max, B_p10","1.2439023939023943, 1.0126734376734383","0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666"
speckle15,popolar,mini,5,advanced_stats,advanced_stats_popolar_k5_WithModel,0.8666666666666666,0.16329931618554522,3,15,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/popolar/mini/k5/advanced_stats/experiment_report_with_model.json,"R_min, R_max, B_min, B_max, B_p50","1.2007686757686762, 1.5362617012617017, 1.3314035964035966, 1.6864757464757467, 0.977408887408888","1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666"
speckle15,popolar,mini,5,wst,wst_popolar_k5_WithModel,0.9333333333333332,0.13333333333333336,3,15,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/popolar/mini/k5/wst/experiment_report_with_model.json,"R_wst_mean_33, R_wst_mean_49, B_wst_mean_22, B_wst_mean_75, B_wst_mean_79","1.0169038369038372, 0.9391260591260597, 0.96973692973693, 0.9462977762977767, 0.9424593924593927","1.0, 1.0, 1.0, 0.6666666666666666, 1.0"
speckle15,popolar,mini,5,hybrid,hybrid_popolar_k5_WithModel,1.0,0.0,3,15,540,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/popolar/mini/k5/hybrid/experiment_report_with_model.json,"R_max, B_min, B_max, B_p10, B_wst_mean_52","0.9977986827986831, 1.2980702630702634, 1.551817256817257, 0.990451215451216, 0.983570503570504","1.0, 1.0, 1.0, 1.0, 1.0"
speckle15,popolar,mini,10,advanced_stats,advanced_stats_popolar_k10_WithModel,1.0,0.0,3,15,54,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/popolar/mini/k10/advanced_stats/experiment_report_with_model.json,"R_min, R_max, G_std, B_mean, B_min, B_max, B_p10, B_p25, B_p50, B_p75","1.2236258186258189, 1.4709177859177864, 0.9693401043401049, 0.8925940725940731, 1.253625818625819, 0.8811751211751218, 1.0626734376734381, 0.865371850371851, 0.9218533318533324, 0.8924593924593929","1.0, 1.0, 1.0, 1.0, 1.0"
speckle15,popolar,mini,10,wst,wst_popolar_k10_WithModel,0.9333333333333332,0.13333333333333336,3,15,486,/home/brusc/Projects/random_forest/experiments_organized/speckle_output/dataset_rgb_speckle_15/popolar/mini/k10/wst/experiment_report_with_model.json,"R_wst_mean_33, R_wst_mean_49, R_wst_mean_69, B_wst_mean_0, B_wst_mean_38, B_wst_mean_52, B_wst_mean_74, B_wst_mean_75, B_wst_mean_77, B_wst_mean_78","0.9280149480149487, 0.9506645206645212, 1.022459392459393, 0.9425940725940731, 0.9264829614829619, 0.9257927257927261, 0.933570503570504, 0.953705183705184, 0.9709274059274065, 1.0129644429644433","1.0, 1.0, 1.0, 0.6666666666666666, 1.0"
